"participant"	"block"	"direction"	"directionNS"
"AM_3"	2	"2"	"South"
"AM_3"	2	"2"	"South"
"AM_3"	2	"1"	"North"
"AM_3"	2	"2"	"South"
"AM_3"	2	"2"	"South"
"AM_3"	2	"2"	"South"
"AM_3"	2	"2"	"South"
"AM_3"	2	"1"	"North"
"AM_3"	2	"2"	"South"
"AM_3"	2	"1"	"North"
"AM_3"	2	"2"	"South"
"AM_3"	2	"2"	"South"
"AM_3"	2	"1"	"North"
"AM_3"	2	"2"	"South"
"BS_1"	1	"2"	"South"
"BS_1"	1	"1"	"North"
"BS_1"	1	"2"	"South"
"BS_1"	1	"1"	"North"
"BS_1"	1	"1"	"North"
"BS_1"	1	"1"	"North"
"BS_1"	1	"2"	"South"
"BS_1"	1	"2"	"South"
"BS_1"	1	"2"	"South"
"BS_1"	1	"2"	"South"
"BS_1"	1	"2"	"South"
"BS_1"	1	"2"	"South"
"BS_1"	1	"2"	"South"
"BS_1"	1	"1"	"North"
"BS_1"	1	"2"	"South"
"BS_1"	1	"2"	"South"
"BS_1"	1	"1"	"North"
"BS_1"	1	"1"	"North"
"BS_1"	1	"2"	"South"
"BS_1"	1	"1"	"North"
"BS_1"	1	"1"	"North"
"BS_1"	1	"2"	"South"
"BS_1"	1	"1"	"North"
"BS_1"	1	"1"	"North"
"BS_1"	1	"2"	"South"
"BS_1"	1	"2"	"South"
"BS_1"	1	"1"	"North"
"BS_1"	1	"1"	"North"
"BS_1"	1	"1"	"North"
"BS_1"	1	"1"	"North"
"BS_1"	1	"2"	"South"
"BS_1"	1	"1"	"North"
"BS_1"	1	"1"	"North"
"BS_1"	1	"2"	"South"
"BS_1"	1	"2"	"South"
"BS_1"	1	"1"	"North"
"BS_1"	1	"1"	"North"
"BS_1"	1	"2"	"South"
"BS_1"	1	"2"	"South"
"BS_1"	1	"1"	"North"
"BS_1"	1	"2"	"South"
"BS_1"	1	"1"	"North"
"BS_1"	1	"1"	"North"
"BS_1"	1	"1"	"North"
"BS_1"	1	"2"	"South"
"BS_1"	2	"1"	"North"
"BS_1"	2	"1"	"North"
"BS_1"	2	"2"	"South"
"BS_1"	2	"2"	"South"
"BS_1"	2	"2"	"South"
"BS_1"	2	"1"	"North"
"BS_1"	2	"1"	"North"
"BS_1"	2	"2"	"South"
"BS_1"	2	"2"	"South"
"BS_1"	2	"1"	"North"
"BS_1"	2	"2"	"South"
"BS_1"	2	"2"	"South"
"BS_1"	2	"1"	"North"
"BS_1"	2	"2"	"South"
"BS_1"	2	"1"	"North"
"BS_1"	2	"1"	"North"
"BS_1"	2	"1"	"North"
"BS_1"	2	"1"	"North"
"BS_1"	2	"1"	"North"
"BS_1"	2	"1"	"North"
"BS_1"	2	"2"	"South"
"BS_1"	2	"1"	"North"
"BS_1"	2	"2"	"South"
"BS_1"	2	"1"	"North"
"BS_1"	2	"2"	"South"
"BS_1"	2	"2"	"South"
"BS_1"	2	"1"	"North"
"BS_1"	2	"2"	"South"
"BS_1"	2	"2"	"South"
"BS_1"	2	"2"	"South"
"BS_1"	2	"1"	"North"
"BS_1"	2	"1"	"North"
"BS_1"	2	"2"	"South"
"BS_1"	2	"1"	"North"
"BS_1"	2	"2"	"South"
"BS_1"	2	"1"	"North"
"BS_1"	2	"2"	"South"
"BS_1"	2	"2"	"South"
"BS_1"	2	"1"	"North"
"BS_1"	2	"2"	"South"
"BS_1"	2	"1"	"North"
"BS_1"	2	"2"	"South"
"BS_1"	2	"2"	"South"
"BS_1"	2	"2"	"South"
"BS_1"	2	"1"	"North"
"BS_2"	1	"1"	"North"
"BS_2"	1	"1"	"North"
"BS_2"	1	"1"	"North"
"BS_2"	1	"1"	"North"
"BS_2"	1	"1"	"North"
"BS_2"	1	"2"	"South"
"BS_2"	1	"1"	"North"
"BS_2"	1	"1"	"North"
"BS_2"	1	"1"	"North"
"BS_2"	1	"1"	"North"
"BS_2"	1	"2"	"South"
"BS_2"	1	"2"	"South"
"BS_2"	1	"2"	"South"
"BS_2"	1	"2"	"South"
"BS_2"	1	"1"	"North"
"BS_2"	1	"2"	"South"
"BS_2"	1	"2"	"South"
"BS_2"	1	"1"	"North"
"BS_2"	1	"2"	"South"
"BS_2"	1	"2"	"South"
"BS_2"	1	"1"	"North"
"BS_2"	1	"2"	"South"
"BS_2"	1	"1"	"North"
"BS_2"	1	"1"	"North"
"BS_2"	1	"1"	"North"
"BS_2"	1	"1"	"North"
"BS_2"	1	"2"	"South"
"BS_2"	1	"2"	"South"
"BS_2"	1	"2"	"South"
"BS_2"	1	"2"	"South"
"BS_2"	1	"2"	"South"
"BS_2"	1	"1"	"North"
"BS_2"	1	"2"	"South"
"BS_2"	1	"1"	"North"
"BS_2"	1	"2"	"South"
"BS_2"	1	"2"	"South"
"BS_2"	1	"1"	"North"
"BS_2"	1	"1"	"North"
"BS_2"	1	"1"	"North"
"BS_2"	1	"2"	"South"
"BS_2"	1	"1"	"North"
"BS_2"	1	"2"	"South"
"BS_2"	1	"2"	"South"
"BS_2"	1	"2"	"South"
"BS_2"	1	"2"	"South"
"BS_2"	2	"1"	"North"
"BS_2"	2	"1"	"North"
"BS_2"	2	"2"	"South"
"BS_2"	2	"2"	"South"
"BS_2"	2	"2"	"South"
"BS_2"	2	"1"	"North"
"BS_2"	2	"1"	"North"
"BS_2"	2	"1"	"North"
"BS_2"	2	"1"	"North"
"BS_2"	2	"1"	"North"
"BS_2"	2	"2"	"South"
"BS_2"	2	"1"	"North"
"BS_2"	2	"1"	"North"
"BS_2"	2	"1"	"North"
"BS_2"	2	"1"	"North"
"BS_2"	2	"1"	"North"
"BS_2"	2	"1"	"North"
"BS_2"	2	"2"	"South"
"BS_2"	2	"2"	"South"
"BS_2"	2	"1"	"North"
"BS_2"	2	"2"	"South"
"BS_2"	2	"2"	"South"
"BS_2"	2	"1"	"North"
"BS_2"	2	"1"	"North"
"BS_2"	2	"2"	"South"
"BS_2"	2	"2"	"South"
"BS_2"	2	"2"	"South"
"BS_2"	2	"1"	"North"
"BS_2"	2	"1"	"North"
"BS_2"	2	"2"	"South"
"BS_2"	2	"1"	"North"
"BS_2"	2	"1"	"North"
"BS_2"	2	"2"	"South"
"BS_2"	2	"1"	"North"
"BS_2"	2	"2"	"South"
"BS_2"	2	"1"	"North"
"BS_2"	2	"1"	"North"
"BS_2"	2	"1"	"North"
"BS_2"	2	"2"	"South"
"BS_2"	2	"2"	"South"
"BS_2"	2	"1"	"North"
"BS_2"	2	"1"	"North"
"BS_2"	2	"2"	"South"
"BS_2"	2	"1"	"North"
"BS_2"	2	"2"	"South"
"BS_3"	1	"2"	"South"
"BS_3"	1	"1"	"North"
"BS_3"	1	"1"	"North"
"BS_3"	1	"1"	"North"
"BS_3"	1	"1"	"North"
"BS_3"	1	"1"	"North"
"BS_3"	1	"2"	"South"
"BS_3"	1	"1"	"North"
"BS_3"	1	"1"	"North"
"BS_3"	1	"1"	"North"
"BS_3"	1	"2"	"South"
"BS_3"	1	"1"	"North"
"BS_3"	1	"1"	"North"
"BS_3"	1	"1"	"North"
"BS_3"	1	"1"	"North"
"BS_3"	1	"1"	"North"
"BS_3"	1	"2"	"South"
"BS_3"	1	"2"	"South"
"BS_3"	1	"2"	"South"
"BS_3"	1	"1"	"North"
"BS_3"	1	"1"	"North"
"BS_3"	1	"1"	"North"
"BS_3"	1	"1"	"North"
"BS_3"	1	"2"	"South"
"BS_3"	1	"2"	"South"
"BS_3"	1	"1"	"North"
"BS_3"	1	"2"	"South"
"BS_3"	1	"2"	"South"
"BS_3"	1	"2"	"South"
"BS_3"	1	"2"	"South"
"BS_3"	1	"1"	"North"
"BS_3"	1	"1"	"North"
"BS_3"	1	"1"	"North"
"BS_3"	1	"1"	"North"
"BS_3"	1	"2"	"South"
"BS_3"	1	"1"	"North"
"BS_3"	1	"2"	"South"
"BS_3"	1	"1"	"North"
"BS_3"	1	"2"	"South"
"BS_3"	1	"1"	"North"
"BS_3"	1	"2"	"South"
"BS_3"	1	"1"	"North"
"BS_3"	1	"1"	"North"
"BS_3"	1	"1"	"North"
"BS_3"	1	"1"	"North"
"BS_3"	2	"2"	"South"
"BS_3"	2	"1"	"North"
"BS_3"	2	"2"	"South"
"BS_3"	2	"2"	"South"
"BS_3"	2	"1"	"North"
"BS_3"	2	"1"	"North"
"BS_3"	2	"1"	"North"
"BS_3"	2	"1"	"North"
"BS_3"	2	"1"	"North"
"BS_3"	2	"2"	"South"
"BS_3"	2	"1"	"North"
"BS_3"	2	"1"	"North"
"BS_3"	2	"2"	"South"
"BS_3"	2	"2"	"South"
"BS_3"	2	"1"	"North"
"BS_3"	2	"2"	"South"
"BS_3"	2	"2"	"South"
"BS_3"	2	"2"	"South"
"BS_3"	2	"1"	"North"
"BS_3"	2	"1"	"North"
"BS_3"	2	"1"	"North"
"BS_3"	2	"1"	"North"
"BS_3"	2	"2"	"South"
"BS_3"	2	"2"	"South"
"BS_3"	2	"1"	"North"
"BS_3"	2	"2"	"South"
"BS_3"	2	"1"	"North"
"BS_3"	2	"2"	"South"
"BS_3"	2	"1"	"North"
"BS_3"	2	"2"	"South"
"BS_3"	2	"1"	"North"
"BS_3"	2	"2"	"South"
"BS_3"	2	"1"	"North"
"BS_3"	2	"1"	"North"
"BS_3"	2	"1"	"North"
"BS_3"	2	"2"	"South"
"BS_3"	2	"1"	"North"
"BS_3"	2	"2"	"South"
"BS_3"	2	"1"	"North"
"BS_3"	2	"2"	"South"
"BS_3"	2	"2"	"South"
"BS_3"	2	"2"	"South"
"BS_3"	2	"1"	"North"
"BS_3"	2	"2"	"South"
"BS_3"	2	"2"	"South"
"CS_1"	1	"2"	"South"
"CS_1"	1	"2"	"South"
"CS_1"	1	"1"	"North"
"CS_1"	1	"2"	"South"
"CS_1"	1	"2"	"South"
"CS_1"	1	"1"	"North"
"CS_1"	1	"1"	"North"
"CS_1"	1	"1"	"North"
"CS_1"	1	"2"	"South"
"CS_1"	1	"1"	"North"
"CS_1"	1	"1"	"North"
"CS_1"	1	"1"	"North"
"CS_1"	1	"1"	"North"
"CS_1"	1	"2"	"South"
"CS_1"	1	"2"	"South"
"CS_1"	1	"2"	"South"
"CS_1"	1	"2"	"South"
"CS_1"	1	"2"	"South"
"CS_1"	1	"2"	"South"
"CS_1"	1	"2"	"South"
"CS_1"	1	"1"	"North"
"CS_1"	1	"2"	"South"
"CS_1"	1	"1"	"North"
"CS_1"	1	"1"	"North"
"CS_1"	1	"2"	"South"
"CS_1"	1	"2"	"South"
"CS_1"	1	"2"	"South"
"CS_1"	1	"2"	"South"
"CS_1"	1	"2"	"South"
"CS_1"	1	"1"	"North"
"CS_1"	1	"1"	"North"
"CS_1"	1	"1"	"North"
"CS_1"	1	"1"	"North"
"CS_1"	1	"2"	"South"
"CS_1"	1	"2"	"South"
"CS_1"	1	"2"	"South"
"CS_1"	1	"2"	"South"
"CS_1"	1	"1"	"North"
"CS_1"	1	"1"	"North"
"CS_1"	1	"2"	"South"
"CS_1"	1	"2"	"South"
"CS_1"	1	"1"	"North"
"CS_1"	1	"2"	"South"
"CS_1"	1	"2"	"South"
"CS_1"	1	"2"	"South"
"CS_1"	2	"2"	"South"
"CS_1"	2	"2"	"South"
"CS_1"	2	"2"	"South"
"CS_1"	2	"2"	"South"
"CS_1"	2	"2"	"South"
"CS_1"	2	"1"	"North"
"CS_1"	2	"1"	"North"
"CS_1"	2	"1"	"North"
"CS_1"	2	"2"	"South"
"CS_1"	2	"2"	"South"
"CS_1"	2	"1"	"North"
"CS_1"	2	"2"	"South"
"CS_1"	2	"2"	"South"
"CS_1"	2	"1"	"North"
"CS_1"	2	"2"	"South"
"CS_1"	2	"2"	"South"
"CS_1"	2	"1"	"North"
"CS_1"	2	"2"	"South"
"CS_1"	2	"1"	"North"
"CS_1"	2	"1"	"North"
"CS_1"	2	"2"	"South"
"CS_1"	2	"1"	"North"
"CS_1"	2	"2"	"South"
"CS_1"	2	"1"	"North"
"CS_1"	2	"2"	"South"
"CS_1"	2	"2"	"South"
"CS_1"	2	"2"	"South"
"CS_1"	2	"2"	"South"
"CS_1"	2	"2"	"South"
"CS_1"	2	"2"	"South"
"CS_1"	2	"2"	"South"
"CS_1"	2	"2"	"South"
"CS_1"	2	"1"	"North"
"CS_1"	2	"2"	"South"
"CS_1"	2	"2"	"South"
"CS_1"	2	"1"	"North"
"CS_1"	2	"2"	"South"
"CS_1"	2	"2"	"South"
"CS_1"	2	"2"	"South"
"CS_1"	2	"2"	"South"
"CS_1"	2	"2"	"South"
"CS_1"	2	"1"	"North"
"CS_1"	2	"1"	"North"
"CS_1"	2	"1"	"North"
"CS_1"	2	"2"	"South"
"CS_2"	1	"2"	"South"
"CS_2"	1	"2"	"South"
"CS_2"	1	"1"	"North"
"CS_2"	1	"2"	"South"
"CS_2"	1	"1"	"North"
"CS_2"	1	"2"	"South"
"CS_2"	1	"1"	"North"
"CS_2"	1	"1"	"North"
"CS_2"	1	"1"	"North"
"CS_2"	1	"1"	"North"
"CS_2"	1	"1"	"North"
"CS_2"	1	"1"	"North"
"CS_2"	1	"1"	"North"
"CS_2"	1	"2"	"South"
"CS_2"	1	"1"	"North"
"CS_2"	1	"1"	"North"
"CS_2"	1	"1"	"North"
"CS_2"	1	"1"	"North"
"CS_2"	1	"1"	"North"
"CS_2"	1	"1"	"North"
"CS_2"	1	"1"	"North"
"CS_2"	1	"2"	"South"
"CS_2"	1	"1"	"North"
"CS_2"	1	"1"	"North"
"CS_2"	1	"1"	"North"
"CS_2"	1	"1"	"North"
"CS_2"	1	"1"	"North"
"CS_2"	1	"1"	"North"
"CS_2"	1	"2"	"South"
"CS_2"	1	"1"	"North"
"CS_2"	1	"1"	"North"
"CS_2"	1	"2"	"South"
"CS_2"	1	"1"	"North"
"CS_2"	1	"2"	"South"
"CS_2"	1	"1"	"North"
"CS_2"	1	"2"	"South"
"CS_2"	1	"1"	"North"
"CS_2"	1	"2"	"South"
"CS_2"	1	"1"	"North"
"CS_2"	1	"1"	"North"
"CS_2"	1	"2"	"South"
"CS_2"	1	"2"	"South"
"CS_2"	1	"2"	"South"
"CS_2"	1	"2"	"South"
"CS_2"	1	"1"	"North"
"CS_2"	2	"2"	"South"
"CS_2"	2	"2"	"South"
"CS_2"	2	"1"	"North"
"CS_2"	2	"2"	"South"
"CS_2"	2	"2"	"South"
"CS_2"	2	"2"	"South"
"CS_2"	2	"1"	"North"
"CS_2"	2	"2"	"South"
"CS_2"	2	"2"	"South"
"CS_2"	2	"1"	"North"
"CS_2"	2	"1"	"North"
"CS_2"	2	"2"	"South"
"CS_2"	2	"1"	"North"
"CS_2"	2	"2"	"South"
"CS_2"	2	"1"	"North"
"CS_2"	2	"1"	"North"
"CS_2"	2	"1"	"North"
"CS_2"	2	"1"	"North"
"CS_2"	2	"2"	"South"
"CS_2"	2	"2"	"South"
"CS_2"	2	"2"	"South"
"CS_2"	2	"2"	"South"
"CS_2"	2	"1"	"North"
"CS_2"	2	"2"	"South"
"CS_2"	2	"2"	"South"
"CS_2"	2	"1"	"North"
"CS_2"	2	"2"	"South"
"CS_2"	2	"1"	"North"
"CS_2"	2	"2"	"South"
"CS_2"	2	"1"	"North"
"CS_2"	2	"2"	"South"
"CS_2"	2	"2"	"South"
"CS_2"	2	"1"	"North"
"CS_2"	2	"1"	"North"
"CS_2"	2	"2"	"South"
"CS_2"	2	"1"	"North"
"CS_2"	2	"2"	"South"
"CS_2"	2	"2"	"South"
"CS_2"	2	"1"	"North"
"CS_2"	2	"2"	"South"
"CS_2"	2	"2"	"South"
"CS_2"	2	"2"	"South"
"CS_2"	2	"2"	"South"
"CS_2"	2	"1"	"North"
"CS_2"	2	"1"	"North"
"CS_3"	1	"2"	"South"
"CS_3"	1	"2"	"South"
"CS_3"	1	"2"	"South"
"CS_3"	1	"1"	"North"
"CS_3"	1	"2"	"South"
"CS_3"	1	"2"	"South"
"CS_3"	1	"2"	"South"
"CS_3"	1	"2"	"South"
"CS_3"	1	"1"	"North"
"CS_3"	1	"1"	"North"
"CS_3"	1	"2"	"South"
"CS_3"	1	"2"	"South"
"CS_3"	1	"2"	"South"
"CS_3"	1	"2"	"South"
"CS_3"	1	"2"	"South"
"CS_3"	1	"1"	"North"
"CS_3"	1	"2"	"South"
"CS_3"	1	"1"	"North"
"CS_3"	1	"1"	"North"
"CS_3"	1	"2"	"South"
"CS_3"	1	"1"	"North"
"CS_3"	1	"2"	"South"
"CS_3"	1	"1"	"North"
"CS_3"	1	"1"	"North"
"CS_3"	1	"1"	"North"
"CS_3"	1	"1"	"North"
"CS_3"	1	"1"	"North"
"CS_3"	1	"1"	"North"
"CS_3"	1	"2"	"South"
"CS_3"	1	"2"	"South"
"CS_3"	1	"1"	"North"
"CS_3"	1	"2"	"South"
"CS_3"	1	"2"	"South"
"CS_3"	1	"2"	"South"
"CS_3"	1	"2"	"South"
"CS_3"	1	"2"	"South"
"CS_3"	1	"2"	"South"
"CS_3"	1	"2"	"South"
"CS_3"	1	"1"	"North"
"CS_3"	1	"2"	"South"
"CS_3"	1	"2"	"South"
"CS_3"	1	"1"	"North"
"CS_3"	1	"1"	"North"
"CS_3"	1	"2"	"South"
"CS_3"	1	"1"	"North"
"CS_3"	2	"2"	"South"
"CS_3"	2	"1"	"North"
"CS_3"	2	"1"	"North"
"CS_3"	2	"1"	"North"
"CS_3"	2	"1"	"North"
"CS_3"	2	"1"	"North"
"CS_3"	2	"1"	"North"
"CS_3"	2	"2"	"South"
"CS_3"	2	"1"	"North"
"CS_3"	2	"2"	"South"
"CS_3"	2	"1"	"North"
"CS_3"	2	"2"	"South"
"CS_3"	2	"2"	"South"
"CS_3"	2	"2"	"South"
"CS_3"	2	"1"	"North"
"CS_3"	2	"2"	"South"
"CS_3"	2	"1"	"North"
"CS_3"	2	"1"	"North"
"CS_3"	2	"1"	"North"
"CS_3"	2	"1"	"North"
"CS_3"	2	"1"	"North"
"CS_3"	2	"1"	"North"
"CS_3"	2	"1"	"North"
"CS_3"	2	"2"	"South"
"CS_3"	2	"1"	"North"
"CS_3"	2	"2"	"South"
"CS_3"	2	"1"	"North"
"CS_3"	2	"1"	"North"
"CS_3"	2	"1"	"North"
"CS_3"	2	"1"	"North"
"CS_3"	2	"1"	"North"
"CS_3"	2	"2"	"South"
"CS_3"	2	"1"	"North"
"CS_3"	2	"1"	"North"
"CS_3"	2	"1"	"North"
"CS_3"	2	"2"	"South"
"CS_3"	2	"2"	"South"
"CS_3"	2	"2"	"South"
"CS_3"	2	"2"	"South"
"CS_3"	2	"2"	"South"
"CS_3"	2	"1"	"North"
"CS_3"	2	"1"	"North"
"CS_3"	2	"2"	"South"
"CS_3"	2	"2"	"South"
"CS_3"	2	"1"	"North"
"FP_1"	1	"2"	"South"
"FP_1"	1	"1"	"North"
"FP_1"	1	"2"	"South"
"FP_1"	1	"2"	"South"
"FP_1"	1	"2"	"South"
"FP_1"	1	"2"	"South"
"FP_1"	1	"1"	"North"
"FP_1"	1	"2"	"South"
"FP_1"	1	"1"	"North"
"FP_1"	1	"1"	"North"
"FP_1"	1	"1"	"North"
